Experiment,Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff,Avg T-FLOPs
"Exp_C: grc=True, freeze=True",139,19.75,556,"0,3",0.8402352777582659,0.15976472224173405,2776064.0
"Exp_C: grc=True, freeze=True",140,19.75,560,"0,3",0.8366755854650597,0.16332441453494032,2776064.0
"Exp_C: grc=True, freeze=True",141,19.74,564,"0,3",0.8255115800852171,0.1744884199147829,2776064.0
"Exp_C: grc=True, freeze=True",142,19.759999999999998,568,"3,0",0.8464880707407458,0.15351192925925417,2776064.0
"Exp_C: grc=True, freeze=True",143,19.759999999999998,572,"3,0",0.835598712881227,0.16440128711877297,2776064.0
"Exp_C: grc=True, freeze=True",144,19.759999999999998,576,"0,3",0.8349645629201284,0.1650354370798716,2776064.0
"Exp_C: grc=True, freeze=True",145,19.759999999999998,580,"0,3",0.8344045391793904,0.16559546082060964,2776064.0
"Exp_C: grc=True, freeze=True",146,19.75,584,"0,3",0.8316623466143589,0.16833765338564113,2776064.0
"Exp_C: grc=True, freeze=True",147,19.74,588,"0,3",0.83350937306441,0.16649062693559,2776064.0
"Exp_C: grc=True, freeze=True",148,19.74,592,"0,3",0.833438260971578,0.166561739028422,2776064.0
"Exp_C: grc=True, freeze=True",149,19.75,596,"3,0",0.8360667397628697,0.1639332602371303,2776064.0
"Exp_C: grc=True, freeze=True",150,19.75,600,"3,0",0.8276564214452974,0.17234357855470267,2776064.0
"Exp_C: grc=True, freeze=True",151,19.75,604,"0,3",0.8351081039196688,0.16489189608033122,2776064.0
"Exp_C: grc=True, freeze=True",152,19.75,608,"0,3",0.8340280381632036,0.1659719618367964,2776064.0
"Exp_C: grc=True, freeze=True",153,19.74,612,"0,3",0.832362913932259,0.16763708606774097,2776064.0
"Exp_C: grc=True, freeze=True",154,19.74,616,"0,3",0.8388619624583935,0.1611380375416065,2776064.0
"Exp_C: grc=True, freeze=True",155,19.73,620,"0,3",0.8308018242536245,0.16919817574637552,2776064.0
"Exp_C: grc=True, freeze=True",156,19.75,624,"0,3",0.8319374028143731,0.16806259718562688,2776064.0
"Exp_C: grc=True, freeze=True",157,19.75,628,"0,3",0.8310108085994051,0.16898919140059485,2776064.0
"Exp_C: grc=True, freeze=True",158,19.73,632,"3,0",0.8366697420612552,0.16333025793874476,2776064.0
"Exp_C: grc=True, freeze=True",159,19.74,636,"0,3",0.830588936964811,0.16941106303518902,2776064.0
"Exp_C: grc=True, freeze=True",160,19.73,640,"3,0",0.8341732826575072,0.16582671734249274,2776064.0
"Exp_C: grc=True, freeze=True",161,19.73,644,"3,0",0.8301450919153819,0.16985490808461812,2776064.0
"Exp_C: grc=True, freeze=True",162,19.74,648,"3,0",0.836769915985225,0.16323008401477498,2776064.0
"Exp_C: grc=True, freeze=True",163,19.75,652,"0,3",0.8337186266559115,0.1662813733440885,2776064.0
"Exp_C: grc=True, freeze=True",164,19.75,656,"0,3",0.8369884042560631,0.1630115957439369,2776064.0
"Exp_C: grc=True, freeze=True",165,19.74,660,"3,0",0.8331610131134293,0.16683898688657073,2776064.0
"Exp_C: grc=True, freeze=True",166,19.74,664,"0,3",0.8330047701834296,0.16699522981657047,2776064.0
"Exp_C: grc=True, freeze=True",167,19.74,668,"0,3",0.833888624965454,0.16611137503454598,2776064.0
"Exp_C: grc=True, freeze=True",168,19.74,672,"0,3",0.8308800085921892,0.1691199914078107,2776064.0
"Exp_C: grc=True, freeze=True",169,19.74,676,"0,3",0.8318577711858087,0.16814222881419125,2776064.0
"Exp_C: grc=True, freeze=True",170,19.74,680,"0,3",0.8371361643169402,0.16286383568305982,2776064.0
"Exp_C: grc=True, freeze=True",171,19.74,684,"0,3",0.8299210930559681,0.1700789069440319,2776064.0
"Exp_C: grc=True, freeze=True",172,19.75,688,"3,0",0.8307472093330196,0.1692527906669804,2776064.0
"Exp_C: grc=True, freeze=True",173,19.73,692,"3,0",0.8400008005081061,0.15999919949189387,2776064.0
"Exp_C: grc=True, freeze=True",174,19.73,696,"0,3",0.8348683801852845,0.16513161981471544,2776064.0
"Exp_C: grc=True, freeze=True",175,19.73,700,"0,3",0.8314715428228394,0.16852845717716058,2776064.0
"Exp_C: grc=True, freeze=True",176,19.74,704,"0,3",0.8313784537306766,0.16862154626932338,2776064.0
"Exp_C: grc=True, freeze=True",177,19.74,708,"3,0",0.8301290536971917,0.1698709463028083,2776064.0
"Exp_C: grc=True, freeze=True",178,19.74,712,"0,3",0.8334969688627227,0.1665030311372773,2776064.0
"Exp_C: grc=True, freeze=True",179,19.74,716,"0,3",0.8300107391471183,0.16998926085288166,2776064.0
"Exp_C: grc=True, freeze=True",180,19.73,720,"0,3",0.8290375492052477,0.17096245079475222,2776064.0
"Exp_C: grc=True, freeze=True",181,19.73,724,"3,0",0.8238290496905888,0.1761709503094112,2776064.0
"Exp_C: grc=True, freeze=True",182,19.73,728,"0,3",0.8359625550161224,0.16403744498387762,2776064.0
"Exp_C: grc=True, freeze=True",183,19.75,732,"3,0",0.8245185601584945,0.17548143984150555,2776064.0
"Exp_C: grc=True, freeze=True",184,19.75,736,"3,0",0.8321115227111743,0.16788847728882572,2776064.0
"Exp_C: grc=True, freeze=True",185,19.73,740,"0,3",0.8297922313858273,0.17020776861417275,2776064.0
"Exp_C: grc=True, freeze=True",186,19.73,744,"0,3",0.8253637720291376,0.1746362279708624,2776064.0
"Exp_C: grc=True, freeze=True",187,19.75,748,"0,3",0.8290249143964451,0.17097508560355487,2776064.0
"Exp_C: grc=True, freeze=True",188,19.75,752,"0,3",0.8287557268224282,0.17124427317757182,2776064.0
"Exp_C: grc=True, freeze=True",189,19.73,756,"0,3",0.832517717227966,0.16748228277203403,2776064.0
"Exp_C: grc=True, freeze=True",190,19.74,760,"0,3",0.8347099203887415,0.16529007961125852,2776064.0
"Exp_C: grc=True, freeze=True",191,19.74,764,"0,3",0.8250998142969985,0.1749001857030015,2776064.0
"Exp_C: grc=True, freeze=True",192,19.75,768,"0,3",0.8312958653951081,0.16870413460489184,2776064.0
"Exp_C: grc=True, freeze=True",193,19.75,772,"0,3",0.8332303466416441,0.16676965335835592,2776064.0
"Exp_C: grc=True, freeze=True",194,19.75,776,"0,3",0.8307609645881979,0.1692390354118021,2776064.0
"Exp_C: grc=True, freeze=True",195,19.75,780,"0,3",0.8262863829586254,0.17371361704137453,2776064.0
"Exp_C: grc=True, freeze=True",196,19.75,784,"3,0",0.8281127833329932,0.17188721666700685,2776064.0
"Exp_C: grc=True, freeze=True",197,19.75,788,"3,0",0.8249825752868595,0.17501742471314055,2776064.0
"Exp_C: grc=True, freeze=True",198,19.75,792,"0,3",0.830874141642077,0.16912585835792304,2776064.0
"Exp_C: grc=True, freeze=True",199,19.75,796,"0,3",0.8327621725599088,0.1672378274400912,2776064.0
"Exp_C: grc=True, freeze=True",200,19.75,800,"0,3",0.8248732362104981,0.1751267637895019,2776064.0
