Round,Accuracy,Total communication counts,Selected Clients,GRC Weight - Loss,GRC Weight - Diff
185,72.0,740,"1,2",0.37401418261944214,0.6259858173805579
186,67.83,744,"1,2",0.37401418261944214,0.6259858173805579
187,72.67,748,"8,9",0.3608158763774938,0.6391841236225062
188,62.89,752,"8,9",0.3608158763774938,0.6391841236225062
189,72.84,756,"5,0",0.39744339785043137,0.6025566021495686
190,65.31,760,"5,0",0.39744339785043137,0.6025566021495686
191,72.57000000000001,764,"3,0",0.51897484486687,0.4810251551331301
192,68.12,768,"3,0",0.51897484486687,0.4810251551331301
193,68.54,772,"8,0",0.6288934835334794,0.3711065164665206
194,61.85000000000001,776,"8,0",0.6288934835334794,0.3711065164665206
195,70.09,780,"0,6",0.6305128693388943,0.3694871306611057
196,69.25,784,"0,6",0.6305128693388943,0.3694871306611057
197,72.44,788,"0,5",0.6391742061535279,0.3608257938464721
198,61.25000000000001,792,"0,5",0.6391742061535279,0.3608257938464721
199,68.58,796,"3,8",0.5215539512741328,0.4784460487258672
200,64.05999999999999,800,"3,8",0.5215539512741328,0.4784460487258672
201,66.69,804,"9,2",0.428882561341144,0.571117438658856
202,57.38999999999999,808,"9,2",0.428882561341144,0.571117438658856
203,73.65,812,"4,7",0.428882561341144,0.571117438658856
204,70.64,816,"4,7",0.428882561341144,0.571117438658856
205,74.27,820,"1,6",0.428882561341144,0.571117438658856
206,70.76,824,"1,6",0.428882561341144,0.571117438658856
207,72.0,828,"0,9",0.5027046807918176,0.49729531920818243
208,62.83,832,"0,9",0.5027046807918176,0.49729531920818243
209,76.79,836,"8,5",0.4710092539996039,0.5289907460003961
210,70.28,840,"8,5",0.4710092539996039,0.5289907460003961
211,76.89,844,"3,0",0.4666199335772343,0.5333800664227657
212,73.21,848,"3,0",0.4666199335772343,0.5333800664227657
213,72.69,852,"0,5",0.5867864657081077,0.41321353429189234
214,62.45,856,"0,5",0.5867864657081077,0.41321353429189234
215,65.19,860,"8,9",0.5456246263577084,0.4543753736422917
216,60.12,864,"8,9",0.5456246263577084,0.4543753736422917
217,70.21,868,"0,7",0.5155605066263853,0.48443949337361464
218,67.01,872,"0,7",0.5155605066263853,0.48443949337361464
219,73.83,876,"0,4",0.5572392860211075,0.44276071397889255
220,68.84,880,"0,4",0.5572392860211075,0.44276071397889255
221,73.29,884,"2,1",0.5572392860211075,0.44276071397889255
222,69.91000000000001,888,"2,1",0.5572392860211075,0.44276071397889255
223,72.23,892,"9,8",0.4296131991600192,0.5703868008399807
224,64.11,896,"9,8",0.4296131991600192,0.5703868008399807
225,73.2,900,"6,3",0.4296131991600192,0.5703868008399807
226,71.11,904,"6,3",0.4296131991600192,0.5703868008399807
227,78.32000000000001,908,"0,5",0.5526381644133643,0.44736183558663567
228,72.11,912,"0,5",0.5526381644133643,0.44736183558663567
229,75.71,916,"8,0",0.6003496099377716,0.3996503900622284
230,70.08,920,"8,0",0.6003496099377716,0.3996503900622284
231,73.9,924,"0,3",0.5949600926850985,0.4050399073149015
232,70.49,928,"0,3",0.5949600926850985,0.4050399073149015
233,74.85000000000001,932,"0,5",0.5755571657262544,0.4244428342737456
234,66.57,936,"0,5",0.5755571657262544,0.4244428342737456
235,70.92,940,"8,0",0.5919852143015916,0.40801478569840843
236,64.67,944,"8,0",0.5919852143015916,0.40801478569840843
237,74.41,948,"7,4",0.5919852143015916,0.40801478569840843
238,73.08,952,"7,4",0.5919852143015916,0.40801478569840843
239,76.5,956,"9,0",0.48833688538853537,0.5116631146114646
240,66.97999999999999,960,"9,0",0.48833688538853537,0.5116631146114646
241,73.75,964,"1,2",0.48833688538853537,0.5116631146114646
242,71.66,968,"1,2",0.48833688538853537,0.5116631146114646
243,74.58,972,"8,0",0.5096511927723606,0.49034880722763935
244,70.94,976,"8,0",0.5096511927723606,0.49034880722763935
245,78.63,980,"6,3",0.5096511927723606,0.49034880722763935
246,75.5,984,"6,3",0.5096511927723606,0.49034880722763935
247,81.04,988,"0,5",0.5198374117938056,0.4801625882061944
248,74.75,992,"0,5",0.5198374117938056,0.4801625882061944
249,78.0,996,"8,0",0.6443438428422152,0.35565615715778476
250,72.67,1000,"8,0",0.6443438428422152,0.35565615715778476
251,75.59,1004,"0,3",0.610900712908356,0.389099287091644
252,72.26,1008,"0,3",0.610900712908356,0.389099287091644
253,77.07000000000001,1012,"0,2",0.575503923407205,0.424496076592795
254,74.03999999999999,1016,"0,2",0.575503923407205,0.424496076592795
255,77.73,1020,"5,8",0.5289872183451528,0.47101278165484717
256,71.13000000000001,1024,"5,8",0.5289872183451528,0.47101278165484717
257,77.38000000000001,1028,"4,7",0.5289872183451528,0.47101278165484717
258,75.9,1032,"4,7",0.5289872183451528,0.47101278165484717
259,80.54,1036,"9,1",0.5289872183451528,0.47101278165484717
260,71.49,1040,"9,1",0.5289872183451528,0.47101278165484717
261,74.86,1044,"4,8",0.43211480943266817,0.5678851905673318
262,68.33,1048,"4,8",0.43211480943266817,0.5678851905673318
263,71.08,1052,"9,0",0.37881643802192494,0.6211835619780751
264,65.16,1056,"9,0",0.37881643802192494,0.6211835619780751
265,73.37,1060,"6,3",0.37881643802192494,0.6211835619780751
266,71.64,1064,"6,3",0.37881643802192494,0.6211835619780751
267,78.07,1068,"5,0",0.47513040792635697,0.524869592073643
268,74.09,1072,"5,0",0.47513040792635697,0.524869592073643
269,77.32,1076,"8,0",0.6176781975052793,0.38232180249472075
270,73.07000000000001,1080,"8,0",0.6176781975052793,0.38232180249472075
271,75.86,1084,"0,3",0.6936067440439392,0.30639325595606076
272,72.68,1088,"0,3",0.6936067440439392,0.30639325595606076
273,79.62,1092,"2,7",0.6936067440439392,0.30639325595606076
274,73.83999999999999,1096,"2,7",0.6936067440439392,0.30639325595606076
275,76.37,1100,"9,5",0.44969015699942966,0.5503098430005704
276,68.86,1104,"9,5",0.44969015699942966,0.5503098430005704
277,80.71000000000001,1108,"4,8",0.3455961967826767,0.6544038032173233
278,71.76,1112,"4,8",0.3455961967826767,0.6544038032173233
279,78.25,1116,"1,6",0.3455961967826767,0.6544038032173233
280,77.23,1120,"1,6",0.3455961967826767,0.6544038032173233
281,74.82,1124,"9,0",0.5086294413871859,0.4913705586128141
282,68.94,1128,"9,0",0.5086294413871859,0.4913705586128141
283,79.3,1132,"7,4",0.3860146006248635,0.6139853993751365
284,75.78,1136,"7,4",0.3860146006248635,0.6139853993751365
285,79.43,1140,"9,0",0.3905901518101173,0.6094098481898826
286,70.92,1144,"9,0",0.3905901518101173,0.6094098481898826
287,77.58,1148,"4,5",0.4749013759021921,0.5250986240978079
288,67.99,1152,"4,5",0.4749013759021921,0.5250986240978079
289,75.24,1156,"3,9",0.4195823834472231,0.5804176165527769
290,66.23,1160,"3,9",0.4195823834472231,0.5804176165527769
291,77.25999999999999,1164,"8,4",0.37426305894554407,0.6257369410544559
292,70.85000000000001,1168,"8,4",0.37426305894554407,0.6257369410544559
293,77.66999999999999,1172,"2,1",0.37426305894554407,0.6257369410544559
294,76.48,1176,"2,1",0.37426305894554407,0.6257369410544559
295,75.94999999999999,1180,"9,0",0.47067063761879013,0.5293293623812099
296,69.17999999999999,1184,"9,0",0.47067063761879013,0.5293293623812099
297,81.23,1188,"7,5",0.49916780933985905,0.500832190660141
298,74.21,1192,"7,5",0.49916780933985905,0.500832190660141
299,83.00999999999999,1196,"6,3",0.49916780933985905,0.500832190660141
300,79.57,1200,"6,3",0.49916780933985905,0.500832190660141
